eventID,year,month,day,LatReloc,LonReloc,depthReloc,mag,LatCat,LonCat,depthCat
texnet2018aqwe,2018,1,10,31.17776,-103.83016,5.997,2.27,31.17832,-103.82235,6.054
texnet2018arfa,2018,1,10,31.17369,-103.82934,6.072,2.53,31.17463,-103.83091,5.026
texnet2018armr,2018,1,10,31.05698,-103.51377,6.696,1.41,31.05541,-103.50756,7.083
texnet2018arqg,2018,1,10,31.17467,-103.81634,10.197,2.24,31.17002,-103.83625,9.756
texnet2018arrj,2018,1,10,31.17757,-103.83042,6.124,2.23,31.1783,-103.83092,6.054
texnet2018asgb,2018,1,10,31.18013,-103.83242,6.124,1.85,31.18245,-103.82611,5.797
texnet2018atpj,2018,1,11,31.17907,-103.83022,6.023,1.69,31.17092,-103.84268,6.054
texnet2018atwx,2018,1,11,31.18021,-103.83246,5.894,1.86,31.17186,-103.83518,6.054
texnet2018audm,2018,1,12,31.17265,-103.82987,6.061,1.78,31.17006,-103.81912,7.288
texnet2018auza,2018,1,12,31.17294,-103.82934,6.45,1.39,31.17099,-103.81055,4.82
texnet2018awgq,2018,1,13,31.17218,-103.82969,6.051,0.96,31.1719,-103.81377,6.157
texnet2018awsb,2018,1,13,31.26234,-103.54797,7.957,1.15,31.27602,-103.54282,7.803
texnet2018awux,2018,1,13,31.32502,-103.66861,7.546,1.38,31.32561,-103.66938,6.774
texnet2018aydo,2018,1,14,31.51201,-103.71618,7.119,1.38,31.51148,-103.70445,8.831
texnet2018ayjx,2018,1,14,31.43964,-103.57503,4.526,1.41,31.45227,-103.56668,5.463
texnet2018aymx,2018,1,14,31.41414,-103.61994,3.605,1.24,31.4111,-103.60889,4.615
texnet2018baos,2018,1,15,31.39665,-103.52609,3.907,1.23,31.3985,-103.53179,1.35
texnet2018bbdo,2018,1,15,31.1782,-103.83048,6.022,1.75,31.18842,-103.82666,6.054
texnet2018beci,2018,1,17,31.1923,-103.56811,6.394,1.29,31.1864,-103.58233,8.214
texnet2018bedd,2018,1,17,31.18858,-103.26302,3.063,2.37,31.19757,-103.27397,4.923
texnet2018beif,2018,1,17,31.26567,-103.56738,7.82,1.85,31.2643,-103.56774,7.931
texnet2018beli,2018,1,17,31.076,-103.49595,4.331,1.41,31.06667,-103.5105,4.178
texnet2018bfkw,2018,1,18,31.37112,-103.53446,4.479,1.83,31.3615,-103.54387,4.615
texnet2018bgej,2018,1,18,31.26415,-103.47506,9.142,1.6,31.27139,-103.46563,8.934
texnet2018bhya,2018,1,19,31.38725,-103.54216,2.938,1.2,31.38632,-103.54709,5.232
texnet2018biav,2018,1,19,31.37244,-103.45139,5.091,1.88,31.3734,-103.44192,3.689
texnet2018bilo,2018,1,19,31.40053,-103.53432,3.695,1.8,31.4047,-103.53206,4.409
texnet2018bjjq,2018,1,20,31.43458,-103.56087,4.212,1.34,31.43688,-103.56856,5.54
texnet2018bjkw,2018,1,20,31.36842,-103.5286,4.442,1.61,31.37804,-103.51919,4.306
texnet2018bkej,2018,1,20,31.17989,-103.27557,6.798,1.99,31.18013,-103.28366,5.026
texnet2018bkox,2018,1,21,31.43529,-103.56231,4.294,1.36,31.43136,-103.56212,3.689
texnet2018bkre,2018,1,21,31.22875,-103.60009,5.001,1.66,31.23649,-103.5814,5.232
texnet2018bldx,2018,1,21,31.44417,-103.56982,4.713,1.58,31.44584,-103.57098,3.355
texnet2018blgi,2018,1,21,31.38851,-103.5459,2.933,1.13,31.39368,-103.53743,3.586
texnet2018bltp,2018,1,21,31.4123,-103.60799,3.428,1.63,31.41274,-103.60533,3.561
texnet2018bnfy,2018,1,22,31.04634,-103.14854,4.807,1.96,31.0479,-103.15838,4.975
texnet2018bnnr,2018,1,22,31.41617,-103.473,3.972,2.07,31.39456,-103.46229,3.998
texnet2018bomr,2018,1,23,31.41029,-103.56713,3.357,1.99,31.39735,-103.57285,3.484
texnet2018bomv,2018,1,23,31.41066,-103.56857,3.407,1.37,31.40103,-103.56856,4.306
texnet2018bomz,2018,1,23,31.41006,-103.56866,3.438,1.29,31.39429,-103.56566,1.915
texnet2018boni,2018,1,23,31.3499,-103.50632,6.063,1.27,31.34678,-103.48916,4.923
texnet2018boos,2018,1,23,31.37893,-103.45955,4.73,1.93,31.37525,-103.45158,4.306
texnet2018booz,2018,1,23,31.40317,-103.55906,2.592,1.57,31.37989,-103.55782,2.044
texnet2018boqg,2018,1,23,31.41137,-103.58638,3.399,1.24,31.41206,-103.58788,3.484
texnet2018bora,2018,1,23,31.37829,-103.45918,4.881,2.07,31.35872,-103.46984,4.923
texnet2018bowi,2018,1,23,31.39272,-103.48194,3.393,1.99,31.38446,-103.48484,3.895
texnet2018bpar,2018,1,23,31.20272,-103.27982,3.396,1.21,31.21322,-103.28142,3.072
texnet2018bsbd,2018,1,25,31.36538,-103.45352,4.278,1.71,31.34859,-103.44732,3.381
texnet2018bsjl,2018,1,25,31.38912,-103.47564,3.081,0.97,31.38078,-103.47518,3.586
texnet2018bspp,2018,1,25,31.39193,-103.489,3.488,1.06,31.40745,-103.49126,3.792
texnet2018btvi,2018,1,26,31.18096,-103.24403,6.024,1.68,31.19198,-103.24185,6.157
texnet2018btxp,2018,1,26,31.09902,-103.30364,5.914,1.68,31.10479,-103.301,6.054
texnet2018bucb,2018,1,26,31.37733,-103.46773,4.688,1.55,31.38353,-103.46123,4.306
texnet2018bujo,2018,1,26,31.37715,-103.50767,4.15,2.32,31.39021,-103.49208,5.566
texnet2018bwfm,2018,1,27,31.25117,-103.55699,7.121,1.46,31.2451,-103.5666,9.731
texnet2018bwig,2018,1,27,31.05714,-103.15476,5.084,1.8,31.05204,-103.16103,5.129
texnet2018bxbi,2018,1,27,31.4242,-103.53363,3.957,2.01,31.4286,-103.51594,4.306
texnet2018bzzd,2018,1,29,31.21649,-103.585,5.636,1.04,31.21075,-103.59425,7.494
texnet2018cauw,2018,1,29,31.41272,-103.60475,4.73,1.21,31.40838,-103.5954,4.512
texnet2018cbqq,2018,1,30,31.35863,-103.44738,4.132,1.31,31.35869,-103.43657,4.718
texnet2018cbrz,2018,1,30,31.38106,-103.46321,4.791,1.34,31.38259,-103.43976,4.306
texnet2018cdbh,2018,1,31,31.36219,-103.42286,5.089,1.71,31.3658,-103.42181,4.486
texnet2018cdvb,2018,1,31,31.21217,-103.5809,5.589,1.85,31.2034,-103.57604,4.82
texnet2018cdxq,2018,1,31,31.36777,-103.45578,4.177,1.61,31.37984,-103.44835,4.306
texnet2018cfut,2018,2,1,31.3912,-103.24775,5.704,1.96,31.39242,-103.26479,5.026
texnet2018cgtk,2018,2,2,31.13008,-103.47392,4.806,1.76,31.12227,-103.48692,4.898
texnet2018chrp,2018,2,2,31.13109,-103.47693,4.382,1.31,31.12893,-103.48932,4.101
texnet2018cilz,2018,2,3,31.28004,-103.58976,5.435,1.63,31.28337,-103.57927,5.54
texnet2018ciqg,2018,2,3,31.41924,-103.53324,3.258,1.79,31.42056,-103.53125,4.332
texnet2018cira,2018,2,3,31.24249,-103.54931,5.28,1.85,31.24086,-103.54684,6.234
texnet2018cjcr,2018,2,3,31.40864,-103.56732,3.139,1.09,31.39827,-103.55675,3.998
texnet2018cjve,2018,2,3,31.40539,-103.56041,3.003,1.51,31.39345,-103.55541,3.407
texnet2018clot,2018,2,4,31.13986,-103.2421,6.632,1.68,31.14604,-103.24736,5.129
texnet2018cmgc,2018,2,5,31.12477,-103.51005,4.984,1.3,31.1317,-103.51715,5.232
texnet2018cmpv,2018,2,5,31.2409,-103.54582,5.896,1.58,31.23282,-103.54925,7.597
texnet2018cmwp,2018,2,5,31.33162,-103.67951,8.021,1.41,31.33019,-103.68547,9.962
texnet2018codj,2018,2,6,31.39117,-103.48022,4.035,1.13,31.37527,-103.47841,4.615
texnet2018coit,2018,2,6,31.02529,-103.14138,7.553,1.37,31.02995,-103.1515,7.597
texnet2018conp,2018,2,6,31.39416,-103.48698,3.268,1.62,31.38448,-103.52026,3.895
texnet2018coqf,2018,2,6,31.31193,-103.63467,7.978,1.21,31.31737,-103.62539,9.962
texnet2018coqm,2018,2,6,31.38627,-103.47362,4.161,1.51,31.40099,-103.46013,4.101
texnet2018cosu,2018,2,6,31.38962,-103.54664,3.168,1.76,31.40539,-103.5173,4.178
texnet2018cphl,2018,2,6,31.39885,-103.55411,3.774,1.56,31.40723,-103.55111,3.098
texnet2018cpuf,2018,2,7,31.39881,-103.5572,4.313,0.92,31.38908,-103.5707,4.306
texnet2018cqkd,2018,2,7,31.29913,-103.46589,5.743,1.66,31.29851,-103.47257,5.386
texnet2018cqmm,2018,2,7,31.26781,-103.72584,5.527,1.15,31.2658,-103.73041,6.157
texnet2018cqsl,2018,2,7,31.50048,-103.71178,5.703,2.25,31.49701,-103.7002,5.797
texnet2018cqxt,2018,2,7,31.50274,-103.7155,5.748,2.15,31.49581,-103.73915,5.515
texnet2018crjt,2018,2,7,31.40574,-103.63106,10.431,1.38,31.4194,-103.61902,9.551
texnet2018croh,2018,2,8,31.19968,-103.52207,7.254,1.57,31.20432,-103.5364,8.728
texnet2018cryy,2018,2,8,31.38802,-103.47513,3.109,1.2,31.41662,-103.46763,4.203
texnet2018csdv,2018,2,8,31.31367,-103.63729,8.064,1.1,31.32196,-103.62754,5.952
texnet2018cspw,2018,2,8,31.18945,-103.3313,3.791,2.05,31.19218,-103.33504,5.54
texnet2018cswp,2018,2,8,31.37318,-103.46365,4.407,2.06,31.35503,-103.46233,3.895
texnet2018ctyz,2018,2,9,31.40099,-103.55023,4.39,2.05,31.3854,-103.56104,2.764
texnet2018cvux,2018,2,10,31.37843,-103.46914,4.573,2.18,31.35733,-103.45964,6.62
texnet2018cwjy,2018,2,10,31.2479,-103.55434,6.931,1.16,31.24017,-103.56426,9.345
texnet2018cxby,2018,2,11,31.38196,-103.49565,4.35,2.16,31.37252,-103.49987,4.615
texnet2018cyys,2018,2,12,31.29591,-103.40187,3.571,1.96,31.31269,-103.39802,5.335
texnet2018czlv,2018,2,12,31.38208,-103.46366,4.781,1.31,31.40283,-103.46443,5.643
texnet2018czne,2018,2,12,31.38958,-103.47764,4.105,1.21,31.38354,-103.47089,2.969
texnet2018dcjc,2018,2,13,31.37093,-103.45883,4.208,1.47,31.37801,-103.45909,4.101
texnet2018dcnr,2018,2,14,31.09049,-103.46761,4.829,2.15,31.08457,-103.47518,5.515
texnet2018dcxz,2018,2,14,31.27457,-103.49223,5.913,1.12,31.27233,-103.49886,6.157
texnet2018dcyc,2018,2,14,31.26002,-103.49753,8.388,1.42,31.25578,-103.49566,8.934
texnet2018ddwe,2018,2,14,31.05476,-103.51205,6.75,1.86,31.05633,-103.51826,6.363
texnet2018dejb,2018,2,15,31.40522,-103.50397,3.127,2.02,31.41297,-103.50092,3.586
texnet2018denr,2018,2,15,31.14686,-103.25753,6.714,1.5,31.12495,-103.27204,6.877
texnet2018dequ,2018,2,15,31.29537,-103.45947,6.923,1.23,31.29436,-103.44738,7.7
texnet2018dfas,2018,2,15,31.02878,-103.14465,7.387,1.53,31.03816,-103.13115,8.111
texnet2018dfbd,2018,2,15,31.31349,-103.63699,8.086,1.51,31.30587,-103.64415,8.471
texnet2018diqz,2018,2,17,31.16144,-103.50418,4.816,1.45,31.18593,-103.49785,4.306
texnet2018djyd,2018,2,18,31.34867,-103.43302,5.889,1.91,31.35499,-103.41834,6.774
texnet2018djzw,2018,2,18,31.40615,-103.57351,4.781,1.59,31.39368,-103.575,5.129
texnet2018dkdi,2018,2,18,31.40815,-103.5371,3.615,1.48,31.40953,-103.53501,3.252
texnet2018dker,2018,2,18,31.40526,-103.57143,4.81,0.98,31.40287,-103.56534,3.586
texnet2018dkfb,2018,2,18,31.40246,-103.51295,3.432,1.31,31.41021,-103.50844,3.895
texnet2018dlgq,2018,2,18,31.30232,-103.6214,5.541,1.78,31.30174,-103.63718,5.54
texnet2018dlkh,2018,2,18,31.40359,-103.56864,4.609,1.56,31.39643,-103.56641,4.203
texnet2018dmcr,2018,2,19,31.16284,-103.5054,4.96,1.35,31.15859,-103.51045,4.692
texnet2018dmdg,2018,2,19,31.36823,-103.45613,4.168,1.39,31.37707,-103.4387,3.484
texnet2018dnbk,2018,2,19,31.12536,-103.51119,4.936,1.7,31.11263,-103.52492,4.435
texnet2018dnms,2018,2,20,31.02859,-103.14385,7.229,1.67,31.02534,-103.14725,5.437
texnet2018dnpw,2018,2,20,31.12809,-103.52208,4.996,1.86,31.12895,-103.52143,4.923
texnet2018dnug,2018,2,20,31.40083,-103.50378,1.316,1.73,31.41573,-103.51273,3.998
texnet2018doam,2018,2,20,31.37386,-103.45273,4.904,1.81,31.38513,-103.44754,4.692
texnet2018dpdb,2018,2,20,30.95781,-103.40192,5.373,1.61,30.96982,-103.39113,6.054
texnet2018dpfu,2018,2,21,31.21342,-103.29814,7.455,1.71,31.21234,-103.29963,8.728
texnet2018dtaa,2018,2,23,31.31453,-103.63946,7.677,1.29,31.31368,-103.6447,9.139
texnet2018dtrz,2018,2,23,31.43866,-103.57323,4.71,1.6,31.44308,-103.57205,3.407
texnet2018ducd,2018,2,23,31.38263,-103.46503,4.094,2.09,31.37893,-103.45586,4.306
texnet2018duof,2018,2,23,31.46623,-103.56455,5.537,1.74,31.46537,-103.55567,7.7
texnet2018duvz,2018,2,24,31.11848,-103.43247,4.492,1.79,31.11465,-103.4385,5.592
texnet2018dvae,2018,2,24,31.37905,-103.51193,3.757,1.82,31.37643,-103.49906,4.538
texnet2018dvdw,2018,2,24,31.10633,-103.50799,5.107,1.19,31.09216,-103.48828,4.615
texnet2018dvju,2018,2,24,31.16628,-103.53736,4.627,1.51,31.1648,-103.53213,4.615
texnet2018dvjz,2018,2,24,31.41685,-103.52727,2.714,1.58,31.43043,-103.50735,3.072
texnet2018dvua,2018,2,24,31.17342,-103.5185,4.537,1.92,31.16802,-103.53695,4.563
texnet2018dvvf,2018,2,24,31.17168,-103.51585,4.501,1.43,31.15009,-103.54498,6.671
texnet2018dwku,2018,2,24,31.02465,-103.14116,7.523,2.38,31.02624,-103.13976,7.494
texnet2018dxbj,2018,2,25,31.30173,-103.62009,6.656,1.37,31.29899,-103.61787,9.242
texnet2018dxbq,2018,2,25,31.30188,-103.62057,6.602,1.64,31.27876,-103.62644,7.494
texnet2018dyfo,2018,2,25,31.14149,-103.54737,5.372,1.69,31.14917,-103.53963,7.083
texnet2018dyfs,2018,2,25,31.11888,-103.48359,5.404,1.57,31.12157,-103.48077,5.129
texnet2018dyqw,2018,2,26,31.38097,-103.46144,4.62,1.78,31.38122,-103.44889,4.152
texnet2018dywh,2018,2,26,31.11875,-103.4833,5.368,2.69,31.11606,-103.48612,5.643
texnet2018dzcy,2018,2,26,31.17072,-103.51716,4.556,1.11,31.14274,-103.55355,6.569
texnet2018dzga,2018,2,26,31.13209,-103.47136,5.02,1.26,31.12525,-103.47434,5.232
texnet2018dzhg,2018,2,26,31.41367,-103.58802,4.086,1.16,31.40471,-103.58251,8.111
texnet2018eaaz,2018,2,26,31.3966,-103.49904,1.849,1.49,31.39849,-103.51461,1.196
texnet2018eaom,2018,2,27,31.3776,-103.51096,3.403,2.03,31.37367,-103.49853,4.743
texnet2018eapv,2018,2,27,31.12644,-103.53166,6.808,1.38,31.13056,-103.54364,5.874
texnet2018eatw,2018,2,27,31.3196,-103.66706,9.249,1.21,31.31458,-103.67258,9.139
texnet2018eayu,2018,2,27,31.40214,-103.55505,2.961,1.55,31.37621,-103.55246,1.016
texnet2018eayy,2018,2,27,31.24214,-103.55177,5.898,1.51,31.23742,-103.55247,9.551
texnet2018ebfx,2018,2,27,31.40108,-103.50284,1.828,1.4,31.38562,-103.50013,0.939
texnet2018ecia,2018,2,28,31.42331,-103.53694,4.034,1.52,31.41665,-103.53635,3.586
texnet2018ecjr,2018,2,28,31.36162,-103.45009,4.358,1.51,31.36144,-103.43228,4.82
texnet2018eclu,2018,2,28,31.39396,-103.48721,3.251,1.41,31.38997,-103.47732,4.203
texnet2018ecra,2018,2,28,31.38508,-103.50077,4.09,1.48,31.40102,-103.49878,3.072
texnet2018ecwh,2018,2,28,31.24657,-103.55445,5.783,1.35,31.25764,-103.53746,4.615
texnet2018ecyy,2018,2,28,31.10458,-103.50603,5.147,1.68,31.12044,-103.511,5.309
texnet2018edpi,2018,2,28,31.12932,-103.51462,5.076,1.73,31.1363,-103.5118,4.409
texnet2018efoy,2018,3,1,31.03999,-103.52425,3.684,1.49,31.04783,-103.52708,4.075
texnet2018eftg,2018,3,2,31.04043,-103.52468,3.677,0.65,31.04622,-103.52575,2.558
texnet2018efud,2018,3,2,31.25,-103.31729,7.473,1.73,31.25372,-103.30917,9.448
texnet2018egbm,2018,3,2,31.04652,-103.30399,5.093,2.86,31.0425,-103.29128,6.08
texnet2018ehao,2018,3,2,31.08146,-103.51172,5.835,1.22,31.07035,-103.52493,5.103
texnet2018ehvf,2018,3,3,31.38923,-103.4782,4.065,1.3,31.37802,-103.47196,3.278
texnet2018eito,2018,3,3,31.03919,-103.52308,3.879,1.28,31.04071,-103.52682,3.278
texnet2018eiwt,2018,3,3,31.2489,-103.55852,5.77,1.97,31.2512,-103.55461,8.214
texnet2018eiyt,2018,3,3,31.36928,-103.45809,4.447,1.75,31.36146,-103.45159,4.306
texnet2018ejbi,2018,3,3,31.13267,-103.51874,5.151,1.24,31.1363,-103.52892,4.82
texnet2018ejic,2018,3,4,31.40638,-103.51241,3.509,2.22,31.39229,-103.51328,2.712
texnet2018ejiv,2018,3,4,31.38004,-103.47111,4.403,1.95,31.38927,-103.45719,4.281
texnet2018elat,2018,3,4,31.37821,-103.45904,4.856,1.31,31.38261,-103.45693,4.306
texnet2018enff,2018,3,6,31.27125,-103.50284,5.207,1.66,31.26589,-103.49458,6.26
texnet2018enfk,2018,3,6,31.38903,-103.17929,5.64,1.9,31.38023,-103.1736,4.923
texnet2018engj,2018,3,6,31.40707,-103.511,2.116,1.64,31.39344,-103.5173,1.607
texnet2018enxb,2018,3,6,31.14995,-103.49619,4.842,1.54,31.15766,-103.50081,4.075
texnet2018epar,2018,3,7,31.29964,-103.61787,5.382,1.8,31.29531,-103.61894,8.42
texnet2018epen,2018,3,7,31.43281,-103.76353,7.913,1.71,31.43027,-103.76936,9.551
texnet2018epqp,2018,3,7,31.41768,-103.60138,2.65,1.09,31.41481,-103.61687,3.792
texnet2018epsw,2018,3,7,31.41433,-103.6206,3.218,1.33,31.41985,-103.63137,1.89
texnet2018eqkb,2018,3,7,31.44597,-103.57401,3.572,1.53,31.45112,-103.58628,6.62
texnet2018erdt,2018,3,8,31.21018,-103.51161,4.491,1.79,31.20983,-103.50855,4.718
texnet2018erik,2018,3,8,31.26027,-103.56816,7.211,1.62,31.24017,-103.59426,8.111
texnet2018eryj,2018,3,8,31.19297,-103.56851,6.254,2.05,31.19237,-103.57818,4.615
texnet2018esuj,2018,3,9,31.49279,-103.392,7.133,2.65,31.49146,-103.39288,8.06
texnet2018eszt,2018,3,9,31.19504,-103.5698,6.22,1.64,31.20432,-103.5514,5.335
texnet2018etfs,2018,3,9,31.15249,-103.53955,4.206,1.31,31.1602,-103.52892,4.923
texnet2018etfx,2018,3,9,31.51186,-103.71359,7.493,1.42,31.50802,-103.71526,5.797
texnet2018etkn,2018,3,9,31.12349,-103.51693,5.109,1.3,31.1271,-103.5118,4.923
texnet2018euoi,2018,3,10,31.13258,-103.51788,5.175,1.64,31.12894,-103.51715,7.083
texnet2018euzg,2018,3,10,31.3898,-103.52001,3.476,0.94,31.40378,-103.51381,4.512
texnet2018ewxq,2018,3,11,31.33999,-103.42668,3.515,1.79,31.3357,-103.42266,2.25
texnet2018exqx,2018,3,11,31.38224,-103.51667,3.541,1.39,31.39734,-103.49664,5.129
texnet2018exzf,2018,3,12,31.16904,-103.26581,7.804,2.25,31.15436,-103.26981,8.42
texnet2018eyed,2018,3,12,31.08967,-103.29129,6.038,2.12,31.08179,-103.28929,9.448
texnet2018ezpw,2018,3,12,31.38034,-103.47008,4.535,1.53,31.39731,-103.45155,5.129
texnet2018facr,2018,3,13,31.38053,-103.47165,4.4,1.78,31.39088,-103.45692,4.306
texnet2018fbrv,2018,3,14,31.29896,-103.61516,6.588,1.53,31.30634,-103.61144,6.157
texnet2018fbte,2018,3,14,31.09423,-103.29567,6.171,1.79,31.10204,-103.30315,7.083
texnet2018fbxg,2018,3,14,31.09394,-103.2954,6.164,1.66,31.09053,-103.29515,5.797
texnet2018fbyo,2018,3,14,31.41179,-103.51629,2.356,1.58,31.39367,-103.52455,1.324
texnet2018fdbx,2018,3,14,31.10743,-103.5091,5.133,1.52,31.10574,-103.52385,5.463
texnet2018fdcp,2018,3,14,31.12072,-103.5139,5.15,1.4,31.12343,-103.51073,4.718
texnet2018fesx,2018,3,15,31.14402,-103.25491,6.69,2.94,31.14741,-103.24575,6.003
texnet2018ffgw,2018,3,16,31.247,-103.55902,5.936,1.56,31.24385,-103.57819,5.232
texnet2018fflp,2018,3,16,31.43524,-103.56317,4.103,1.22,31.43688,-103.55567,3.381
texnet2018ffpv,2018,3,16,31.14662,-103.25701,6.618,1.47,31.15342,-103.25911,8.728
texnet2018fful,2018,3,16,31.22828,-103.5472,4.795,1.62,31.22822,-103.55997,3.998
texnet2018fgek,2018,3,16,31.17601,-103.52096,4.435,1.35,31.17123,-103.53641,4.82
texnet2018fgfw,2018,3,16,31.15137,-103.53863,4.406,1.46,31.14366,-103.54926,3.689
texnet2018fhfb,2018,3,17,31.40406,-103.50217,2.861,1.74,31.4148,-103.50092,3.072
texnet2018fhta,2018,3,17,31.1219,-103.46473,4.663,1.26,31.10594,-103.46473,3.998
texnet2018fhxd,2018,3,17,31.33878,-103.42592,5.473,1.4,31.3412,-103.41407,4.306
texnet2018fjbt,2018,3,18,31.1967,-103.566,8.387,1.48,31.19674,-103.55863,9.576
texnet2018fjdo,2018,3,18,31.41614,-103.52677,2.622,1.61,31.40103,-103.53098,2.147
texnet2018fjln,2018,3,18,31.39756,-103.49662,2.092,1.23,31.38285,-103.4792,1.453
texnet2018fjpb,2018,3,18,31.28442,-103.56334,9.428,1.33,31.28429,-103.58248,9.448
texnet2018fjqr,2018,3,18,31.34842,-103.48579,4.96,1.85,31.35688,-103.4752,4.615
texnet2018fkpi,2018,3,18,31.2552,-103.56177,8.453,1.77,31.2581,-103.55836,9.911
texnet2018flhn,2018,3,19,31.42411,-103.53837,4.212,1.73,31.4201,-103.54682,3.818
texnet2018floz,2018,3,19,31.1275,-103.51212,4.919,1.84,31.12434,-103.48719,5.232
texnet2018fngi,2018,3,20,31.13127,-103.47748,4.424,1.39,31.13575,-103.47041,4.82
texnet2018fnhi,2018,3,20,31.50302,-103.71894,4.9,1.32,31.51447,-103.71916,4.332
texnet2018fnit,2018,3,20,31.50279,-103.71561,5.719,1.97,31.51216,-103.71043,5.849
texnet2018fnkr,2018,3,20,31.27673,-103.60615,9.604,1.36,31.28704,-103.61251,9.139
texnet2018fnqy,2018,3,20,31.29828,-103.61405,6.604,1.97,31.29048,-103.62511,9.268
texnet2018fotb,2018,3,21,31.37339,-103.46355,5.333,1.6,31.37066,-103.45587,3.586
texnet2018fowu,2018,3,21,31.09836,-103.30445,7.834,1.86,31.0984,-103.32242,5.129
texnet2018fqeo,2018,3,22,31.29446,-103.61213,5.696,2.61,31.29348,-103.60715,5.437
texnet2018fras,2018,3,22,31.42856,-103.55993,4.152,2.01,31.4224,-103.55916,3.355
texnet2018frzk,2018,3,22,31.07053,-103.49654,5.066,1.62,31.07034,-103.50675,4.743
texnet2018fsth,2018,3,23,31.48809,-103.41103,5.479,2.01,31.49699,-103.40147,6.003
texnet2018fsvt,2018,3,23,31.48749,-103.41013,5.525,1.88,31.4901,-103.40846,6.157
texnet2018ftnh,2018,3,23,31.24631,-103.55732,5.466,1.36,31.24902,-103.56942,4.512
texnet2018ftrz,2018,3,23,31.53452,-103.25177,5.554,1.49,31.5312,-103.25575,4.203
texnet2018fugv,2018,3,24,31.44601,-103.58925,4.095,2.14,31.43274,-103.57983,4.358
texnet2018fvxe,2018,3,25,31.19049,-103.2806,4.145,1.61,31.20039,-103.29967,6.054
texnet2018fxht,2018,3,25,31.42062,-103.53433,3.592,1.52,31.41229,-103.54306,2.995
texnet2018fxtr,2018,3,26,31.42125,-103.53497,3.654,2,31.41872,-103.55272,0.579
texnet2018fxxs,2018,3,26,31.52682,-103.26678,5.526,1.46,31.53721,-103.27454,5.18
texnet2018fxya,2018,3,26,31.44476,-103.58653,4.019,1.72,31.43228,-103.58467,2.764
texnet2018fxyn,2018,3,26,31.44485,-103.58566,4.185,1.45,31.4525,-103.59219,3.381
texnet2018fxyy,2018,3,26,31.06672,-103.49303,4.861,1.54,31.06459,-103.49258,4.718
texnet2018fzqr,2018,3,27,31.03186,-103.29975,6.094,2.37,31.03583,-103.29049,5.54
texnet2018gcvg,2018,3,28,31.40599,-103.53289,3.388,1.77,31.40011,-103.53206,3.072
texnet2018gddv,2018,3,29,31.25602,-103.48926,4.493,2.04,31.25004,-103.49486,6.749
texnet2018gdft,2018,3,29,31.25755,-103.49069,4.529,2.58,31.25854,-103.48815,6.98
texnet2018gemw,2018,3,29,31.24752,-103.55533,6.608,1.27,31.24073,-103.56004,6.671
texnet2018gena,2018,3,29,31.24809,-103.55603,5.764,2.19,31.24477,-103.55354,7.7
texnet2018gevb,2018,3,30,31.24963,-103.55932,5.822,1.68,31.2643,-103.56292,5.052
texnet2018gffx,2018,3,30,31.06204,-103.53544,3.174,1.28,31.06207,-103.53842,2.558
texnet2018gfxc,2018,3,30,31.59241,-103.83397,6.108,1.76,31.59009,-103.83319,6.054
texnet2018ghcl,2018,3,31,31.31993,-103.49838,4.542,1.71,31.31921,-103.49669,4.512
texnet2018ghdu,2018,3,31,31.32033,-103.49929,4.276,1.55,31.32105,-103.50098,4.306
texnet2018ghee,2018,3,31,31.25127,-103.55986,5.816,1.39,31.2473,-103.56506,5.617
texnet2018ghfi,2018,3,31,31.3405,-103.48786,5.314,1.6,31.35344,-103.47708,5.823
texnet2018ghfj,2018,3,31,31.06671,-103.5391,2.868,1.13,31.06668,-103.53612,3.484
texnet2018gjcx,2018,4,1,31.41422,-103.61107,3.782,1.6,31.40998,-103.6107,3.715
texnet2018gkaf,2018,4,1,31.36844,-103.45603,4.255,1.43,31.3571,-103.46528,4.641
texnet2018gkbl,2018,4,1,31.36781,-103.45564,4.237,1.68,31.34218,-103.48273,4.923
texnet2018glbd,2018,4,2,31.33942,-103.47887,5.778,1.33,31.32931,-103.48703,6.671
texnet2018glvt,2018,4,2,31.36945,-103.51431,4.069,2.19,31.36241,-103.50846,4.615
texnet2018glyj,2018,4,2,31.04087,-103.52507,3.726,1.93,31.04071,-103.52789,3.484
texnet2018glzs,2018,4,2,31.08335,-103.28589,5.925,2.45,31.09006,-103.28927,4.615
texnet2018glzt,2018,4,2,31.36783,-103.51264,3.933,2.83,31.35323,-103.52027,4.409
texnet2018gmqw,2018,4,3,31.09317,-103.53997,4.027,1.19,31.08441,-103.53147,5.206
texnet2018gmrc,2018,4,3,31.19143,-103.28138,4.154,1.56,31.17097,-103.29868,4.923
texnet2018gogc,2018,4,4,31.44396,-103.57372,2.589,1.92,31.44239,-103.57715,4.101
texnet2018gorj,2018,4,4,31.44413,-103.56841,5.368,1.6,31.45434,-103.55997,5.952
texnet2018goto,2018,4,4,31.17884,-103.52369,4.091,1.51,31.17491,-103.52677,4.615
texnet2018gpvw,2018,4,5,31.41129,-103.60097,5.867,1.32,31.40378,-103.60184,3.998
texnet2018gqkb,2018,4,5,31.34799,-103.48337,5.199,2.14,31.34769,-103.46985,4.82
texnet2018gsrl,2018,4,6,30.73658,-103.66837,6.908,1.33,30.72963,-103.66853,6.157
