eventID,year,month,day,LatReloc,LonReloc,depthReloc,mag,LatCat,LonCat,depthCat
texnet2021aklp,2021,1,6,31.0635,-103.31965,4.075,2.23,31.06992,-103.33212,3.998
texnet2021akmg,2021,1,6,31.65626,-104.43555,6.273,2.58,31.6453,-104.43823,7.391
texnet2021akom,2021,1,6,31.57937,-103.93126,7.148,1.82,31.57974,-103.93103,6.157
texnet2021akon,2021,1,6,31.57984,-103.93113,7.059,1.96,31.56964,-103.92669,6.774
texnet2021akox,2021,1,6,31.57906,-103.93074,7.07,1.7,31.57515,-103.92994,7.7
texnet2021akpg,2021,1,6,31.57968,-103.93059,7.145,2.21,31.5779,-103.9321,8.42
texnet2021alcs,2021,1,7,31.65129,-104.30321,6.817,1.54,31.65353,-104.29837,8.317
texnet2021aleh,2021,1,7,31.72249,-104.54958,6.539,1.92,31.72447,-104.54993,6.157
texnet2021alft,2021,1,7,31.6525,-104.31585,6.331,2.31,31.65137,-104.31423,6.132
texnet2021alri,2021,1,7,31.66455,-104.35611,6.857,2.27,31.66259,-104.35954,6.594
texnet2021ambr,2021,1,7,31.95972,-103.79948,6.891,1.35,31.94958,-103.78997,6.877
texnet2021amce,2021,1,7,31.61394,-104.10201,6.948,1.63,31.61131,-104.10007,6.877
texnet2021amgr,2021,1,7,31.72173,-104.55011,6.647,1.49,31.72168,-104.55314,7.803
texnet2021amgt,2021,1,7,31.96035,-103.79932,7.056,1.57,31.95324,-103.79754,7.597
texnet2021amiv,2021,1,7,31.65299,-104.31656,6.355,1.81,31.65068,-104.3145,6.98
texnet2021amma,2021,1,7,31.65326,-104.31568,6.38,1.68,31.65023,-104.31288,7.134
texnet2021ammw,2021,1,7,31.16734,-103.48509,4.076,1.58,31.18201,-103.48366,1.761
texnet2021anbn,2021,1,8,31.6006,-104.21901,7.195,1.58,31.60433,-104.21837,6.774
texnet2021anqa,2021,1,8,31.65633,-104.33879,6.924,1.49,31.6515,-104.33173,7.7
texnet2021anro,2021,1,8,31.6691,-104.36733,7.181,1.29,31.68525,-104.374,7.288
texnet2021ansr,2021,1,8,31.66882,-104.36874,7.372,2.56,31.67265,-104.36824,6.543
texnet2021anub,2021,1,8,31.72124,-104.55017,6.381,1.84,31.72443,-104.55424,6.877
texnet2021anxv,2021,1,8,31.72161,-104.54992,6.353,2.3,31.71254,-104.54658,6.466
texnet2021anyb,2021,1,8,31.95876,-103.80275,7.138,1.95,31.96151,-103.79756,8.934
texnet2021aoqc,2021,1,9,31.63695,-104.22666,5.957,1.76,31.63559,-104.21752,6.157
texnet2021aoum,2021,1,9,31.66696,-104.37474,7.189,1.82,31.66685,-104.37599,6.054
texnet2021apgz,2021,1,9,31.63885,-104.23115,6.108,2.04,31.63899,-104.22642,6.132
texnet2021aphe,2021,1,9,31.63916,-104.23192,6.06,1.66,31.63943,-104.23073,6.697
texnet2021aphu,2021,1,9,31.63882,-104.2284,6.206,1.83,31.63556,-104.2229,6.157
texnet2021apib,2021,1,9,31.63888,-104.23262,6.009,2.05,31.63506,-104.22989,6.62
texnet2021apma,2021,1,9,31.59342,-104.24846,6.163,1.63,31.58092,-104.25666,6.132
texnet2021apnu,2021,1,9,31.63643,-104.22611,5.929,1.99,31.63464,-104.22289,6.157
texnet2021appv,2021,1,9,31.3858,-103.19137,5.199,1.5,31.37662,-103.19722,5.437
texnet2021apyd,2021,1,9,31.59198,-104.23745,6.709,1.89,31.59226,-104.24195,7.391
texnet2021apyo,2021,1,9,31.63472,-104.22312,5.999,1.67,31.63652,-104.21537,7.391
texnet2021aqbi,2021,1,9,31.63899,-104.22798,6.148,1.73,31.64475,-104.22296,6.157
texnet2021aqeo,2021,1,9,31.6105,-103.97182,7.881,1.44,31.61456,-103.9656,7.186
texnet2021aqgw,2021,1,9,31.6398,-104.22899,6.232,2.61,31.64544,-104.2227,6.183
texnet2021aqhv,2021,1,9,31.61015,-103.97085,7.929,1.83,31.60905,-103.96665,7.083
texnet2021aqmf,2021,1,10,31.60923,-103.9698,7.925,1.88,31.60906,-103.96342,7.803
texnet2021aqqs,2021,1,10,31.5939,-104.24764,6.194,1.66,31.58116,-104.25478,7.083
texnet2021aqre,2021,1,10,31.59352,-104.24793,6.223,2.48,31.58946,-104.24946,6.157
texnet2021aqvt,2021,1,10,31.63892,-104.22341,6.309,1.38,31.64062,-104.22132,6.414
texnet2021aqwy,2021,1,10,31.63832,-104.22144,6.305,1.96,31.6411,-104.21863,6.157
texnet2021aqys,2021,1,10,31.63868,-104.22211,6.33,1.98,31.6503,-104.21655,6.671
texnet2021arbf,2021,1,10,31.66881,-104.36994,7.397,2.26,31.67788,-104.37609,6.774
texnet2021arda,2021,1,10,31.72263,-104.54977,6.586,1.84,31.72264,-104.54884,6.054
texnet2021ardo,2021,1,10,31.63773,-104.22095,6.272,1.65,31.63925,-104.2197,6.157
texnet2021arku,2021,1,10,31.64112,-104.22021,6.832,1.99,31.64269,-104.22214,6.646
texnet2021arsy,2021,1,10,31.65809,-104.3266,8.631,1.64,31.64789,-104.32093,6.671
texnet2021arun,2021,1,10,31.58177,-103.95832,7.12,1.71,31.58974,-103.96764,7.597
texnet2021arwg,2021,1,10,31.58186,-103.95826,7.123,1.95,31.57553,-103.95414,6.826
texnet2021arzo,2021,1,10,31.63885,-104.23115,6.076,2.04,31.64199,-104.22294,6.157
texnet2021asad,2021,1,10,31.6392,-104.23191,6.084,1.51,31.6484,-104.22837,6.157
texnet2021asce,2021,1,10,31.65857,-104.3277,8.303,1.79,31.66166,-104.32428,6.157
texnet2021ascn,2021,1,10,31.61338,-104.09881,6.884,1.61,31.61502,-104.09364,6.363
texnet2021asdb,2021,1,10,31.58154,-103.95801,7.083,1.88,31.5799,-103.95281,6.903
texnet2021atbz,2021,1,11,31.15545,-103.71455,4.418,2.05,31.15436,-103.71816,4.178
texnet2021atlv,2021,1,11,31.59221,-104.24895,6.3,1.9,31.59682,-104.24844,6.157
texnet2021atmt,2021,1,11,31.61386,-104.10035,6.888,1.67,31.61412,-104.08933,7.288
texnet2021atsi,2021,1,11,31.95854,-103.80132,6.917,2.19,31.96335,-103.79973,6.054
texnet2021attd,2021,1,11,31.95967,-103.79994,6.836,1.75,31.9652,-103.79325,6.671
texnet2021attq,2021,1,11,31.63651,-104.21938,6.471,2.09,31.64113,-104.21218,6.671
texnet2021atvr,2021,1,11,31.95943,-103.80062,6.813,2.3,31.97162,-103.80299,7.083
texnet2021auog,2021,1,12,31.65092,-104.30343,6.507,1.66,31.65624,-104.30701,6.671
texnet2021avfr,2021,1,12,31.67742,-104.41829,7.182,1.74,31.69048,-104.4182,5.849
texnet2021avgn,2021,1,12,31.68028,-104.41374,6.105,2.62,31.68614,-104.41466,6.132
texnet2021avgq,2021,1,12,31.67958,-104.41524,6.44,1.69,31.68224,-104.41381,6.877
texnet2021avgv,2021,1,12,31.67799,-104.41835,7.184,1.62,31.67305,-104.41265,6.569
texnet2021avhb,2021,1,12,31.67954,-104.41221,6.162,2,31.67532,-104.41644,6.723
texnet2021avlt,2021,1,12,31.61497,-104.10022,6.81,1.71,31.60968,-104.10625,7.057
texnet2021avsj,2021,1,12,31.69699,-104.32364,6.849,1.68,31.6993,-104.33105,6.569
texnet2021avyk,2021,1,13,31.67901,-104.41174,6.274,2.03,31.69593,-104.42794,6.774
texnet2021awak,2021,1,13,31.59252,-104.24743,6.341,2.24,31.59569,-104.24494,6.646
texnet2021awew,2021,1,13,31.37141,-103.09373,4.709,2.17,31.37327,-103.08589,4.589
texnet2021awhz,2021,1,13,31.67874,-104.4121,6.212,1.93,31.68957,-104.41604,6.569
texnet2021awqb,2021,1,13,31.59464,-103.97509,6.524,1.8,31.60253,-103.99136,7.391
texnet2021awur,2021,1,13,31.61299,-104.10121,7.045,1.37,31.61958,-104.10227,7.083
texnet2021awvr,2021,1,13,31.67777,-104.40854,6.252,2.23,31.67908,-104.41621,7.581
texnet2021awwb,2021,1,13,31.67867,-104.41012,6.192,2.74,31.68205,-104.40762,6.08
texnet2021awwd,2021,1,13,31.67774,-104.40973,6.342,2.49,31.6914,-104.41821,6.774
texnet2021axxc,2021,1,14,31.6157,-104.09852,6.553,1.67,31.61406,-104.10332,6.466
texnet2021ayaq,2021,1,14,31.65267,-104.28707,6.487,1.8,31.66466,-104.28124,6.671
texnet2021ayfw,2021,1,14,31.61699,-104.09863,6.624,1.84,31.61587,-104.10978,6.157
texnet2021ayrk,2021,1,14,31.63841,-104.21962,6.388,1.63,31.63651,-104.21752,6.157
texnet2021ayvd,2021,1,14,31.71446,-104.54335,6.835,1.64,31.71806,-104.54556,6.363
texnet2021ayzc,2021,1,14,31.68081,-104.42092,6.232,1.83,31.67938,-104.42779,6.774
texnet2021azsj,2021,1,15,31.62393,-104.23507,6.372,1.76,31.61436,-104.23458,6.569
texnet2021azsq,2021,1,15,31.60928,-103.97437,8.356,1.6,31.61407,-103.97582,7.031
texnet2021azum,2021,1,15,31.72462,-104.47556,6.344,1.86,31.72686,-104.47455,5.335
texnet2021babo,2021,1,15,31.68055,-104.40724,6.051,2.33,31.68228,-104.40735,6.054
texnet2021bahd,2021,1,15,31.68063,-104.41172,6.438,1.52,31.67582,-104.41053,6.569
texnet2021baio,2021,1,15,31.59421,-104.24697,6.206,2.11,31.58855,-104.24838,6.157
texnet2021bajp,2021,1,15,31.29193,-103.57993,5.589,1.76,31.2859,-103.56613,3.304
texnet2021bbdd,2021,1,15,31.65969,-104.35274,6.099,2.3,31.66518,-104.34906,6.466
texnet2021bbhf,2021,1,15,31.75205,-103.97877,7.056,1.71,31.74159,-103.98043,6.749
texnet2021bbii,2021,1,15,31.6598,-104.35118,6.196,1.8,31.65051,-104.34356,6.157
texnet2021bbjf,2021,1,15,31.10421,-103.09509,3.592,2.71,31.10627,-103.09044,3.612
texnet2021bbpr,2021,1,16,31.75045,-103.97894,6.956,1.9,31.76091,-103.97728,7.263
texnet2021bbrx,2021,1,16,31.64424,-104.2274,6.887,1.55,31.6489,-104.2203,7.751
texnet2021bbsp,2021,1,16,31.38575,-103.76683,6.582,1.2,31.38087,-103.76738,6.029
texnet2021bbtu,2021,1,16,31.65029,-104.29554,6.69,2.5,31.65609,-104.29274,7.417
texnet2021bcbq,2021,1,16,31.64379,-104.22813,6.446,1.42,31.64382,-104.22511,7.597
texnet2021bcbz,2021,1,16,31.64351,-104.22785,6.582,1.85,31.64015,-104.22401,6.98
texnet2021bcdo,2021,1,16,31.6437,-104.22989,6.879,1.4,31.64752,-104.21975,6.157
texnet2021bddu,2021,1,16,31.64527,-104.23348,6.725,1.68,31.64657,-104.22621,8.522
texnet2021bdgj,2021,1,17,31.71828,-104.49966,6.538,2.07,31.71654,-104.50353,6.98
texnet2021bdkn,2021,1,17,31.58736,-104.20937,6.66,1.75,31.57772,-104.20851,6.157
texnet2021bdsq,2021,1,17,31.52741,-103.42834,5.313,1.59,31.51724,-103.43153,5.797
texnet2021bduh,2021,1,17,31.6128,-104.11232,7.463,1.98,31.61407,-104.10116,7.494
texnet2021bebw,2021,1,17,31.6985,-104.14478,7.07,1.82,31.69799,-104.14204,7.031
texnet2021bedq,2021,1,17,31.39181,-103.48188,3.56,2.24,31.3755,-103.4776,3.252
texnet2021bedu,2021,1,17,31.69898,-104.14556,7.133,1.52,31.69752,-104.1458,6.98
texnet2021befa,2021,1,17,31.38985,-103.18067,4.949,1.8,31.41634,-103.18392,5.206
texnet2021beil,2021,1,17,31.44082,-103.87546,4.714,1.63,31.44384,-103.87787,5.54
texnet2021beln,2021,1,17,31.64661,-104.23472,6.709,1.7,31.64472,-104.22835,7.597
texnet2021beoe,2021,1,17,31.68039,-104.40405,6.105,2.71,31.68137,-104.40627,6.877
texnet2021beru,2021,1,17,31.64495,-104.23097,6.563,2.89,31.64475,-104.22296,6.26
texnet2021besi,2021,1,17,31.6448,-104.23017,6.581,2.11,31.64382,-104.22511,7.083
texnet2021besp,2021,1,17,31.64497,-104.23012,6.584,1.55,31.64477,-104.21866,6.671
texnet2021besu,2021,1,17,31.67641,-104.41443,8.491,1.2,31.67771,-104.40301,6.98
texnet2021betf,2021,1,17,31.64489,-104.23204,6.579,1.72,31.64886,-104.22891,7.751
texnet2021bfag,2021,1,17,31.67947,-104.4155,7.006,2.27,31.67606,-104.40864,6.08
texnet2021bfei,2021,1,18,31.7225,-104.54979,6.581,1.92,31.71346,-104.54659,6.98
texnet2021bfqc,2021,1,18,31.64202,-104.23622,5.752,1.56,31.64655,-104.23051,6.774
texnet2021bful,2021,1,18,31.65987,-104.50807,7.932,1.66,31.65953,-104.50618,8.008
texnet2021bfyk,2021,1,18,31.6015,-104.22018,7.021,1.47,31.60711,-104.21409,6.671
texnet2021bgqq,2021,1,18,31.69747,-104.14116,6.992,1.76,31.69845,-104.14258,8.111
texnet2021bgwz,2021,1,18,31.69884,-104.14046,6.883,1.7,31.69478,-104.1404,6.877
texnet2021bgyf,2021,1,19,31.61323,-104.10658,7.136,1.59,31.61037,-104.10545,8.214
texnet2021bgzl,2021,1,19,31.69929,-104.14076,6.875,2.08,31.69938,-104.13935,7.7
texnet2021bhag,2021,1,19,30.89205,-103.4056,2.369,1.37,30.89171,-103.40408,2.147
texnet2021bhcp,2021,1,19,31.6448,-104.23971,6.417,1.72,31.64423,-104.23426,6.414
texnet2021bhrk,2021,1,19,31.60646,-104.51647,6.988,2.72,31.61636,-104.50252,6.466
texnet2021bhrx,2021,1,19,31.68429,-104.38544,8.012,1.56,31.68567,-104.381,7.648
texnet2021bhte,2021,1,19,31.60646,-104.51718,6.874,1.53,31.60896,-104.5089,7.288
texnet2021bidu,2021,1,19,31.59539,-104.20627,7.312,1.64,31.58045,-104.2139,6.157
texnet2021biid,2021,1,19,31.59387,-104.20765,7.121,2.04,31.597,-104.21294,7.597
texnet2021bijh,2021,1,19,31.64772,-104.24203,6.463,1.75,31.64561,-104.23373,7.186
texnet2021bijk,2021,1,19,31.72896,-104.56849,7.008,1.9,31.72617,-104.56719,7.391
texnet2021bikh,2021,1,19,31.7004,-104.13619,6.731,1.41,31.70123,-104.13721,6.98
texnet2021binu,2021,1,19,31.56395,-104.15088,6.668,1.49,31.56051,-104.1557,6.774
texnet2021bisp,2021,1,20,31.56474,-104.14997,6.805,1.74,31.55959,-104.15676,7.186
texnet2021bjcc,2021,1,20,31.6653,-104.49034,6.199,1.53,31.66331,-104.49223,6.98
texnet2021bjeu,2021,1,20,31.60091,-104.21924,7.2,1.88,31.60984,-104.21841,6.363
texnet2021bjja,2021,1,20,31.30957,-103.41049,4.6,1.74,31.28627,-103.40638,4.126
texnet2021bjkv,2021,1,20,31.64458,-104.24389,5.74,1.66,31.64926,-104.24022,7.494
texnet2021bjna,2021,1,20,31.60656,-104.5173,6.915,1.5,31.60332,-104.52498,8.317
texnet2021bjnm,2021,1,20,31.43498,-103.85859,4.913,1.59,31.44021,-103.85852,5.335
texnet2021bjuf,2021,1,20,31.43415,-103.85694,5.021,1.73,31.43308,-103.85984,4.538
texnet2021bjut,2021,1,20,31.43377,-103.85613,4.893,1.57,31.4368,-103.84375,5.257
texnet2021bjwx,2021,1,20,31.43535,-103.85954,4.927,1.42,31.43468,-103.86387,4.718
texnet2021bjyg,2021,1,20,31.69845,-104.14208,6.947,1.56,31.69294,-104.14254,6.157
texnet2021bjzx,2021,1,20,31.6619,-104.36312,7.629,1.89,31.66189,-104.36142,7.237
texnet2021bkjo,2021,1,20,31.64793,-104.24305,6.387,2.27,31.64791,-104.23429,6.826
texnet2021bkkm,2021,1,20,31.61445,-104.10513,6.875,1.72,31.6182,-104.10173,6.723
texnet2021bkml,2021,1,20,31.1278,-103.11671,2.63,1.83,31.11627,-103.12652,3.586
texnet2021bkoz,2021,1,21,31.61455,-104.10464,6.842,1.75,31.6159,-104.10117,7.083
texnet2021bkrq,2021,1,21,31.64749,-104.24639,6.216,1.71,31.65112,-104.23593,7.288
texnet2021bksc,2021,1,21,31.43401,-103.85708,4.985,1.69,31.43537,-103.86468,4.743
texnet2021bktw,2021,1,21,31.40205,-103.55518,3.018,1.49,31.40907,-103.56936,2.584
texnet2021bkxc,2021,1,21,30.93408,-103.21247,4.499,1.48,30.93956,-103.19943,3.946
texnet2021blbr,2021,1,21,31.40607,-103.56023,3.436,1.76,31.42102,-103.57097,3.407
texnet2021bleo,2021,1,21,31.64823,-104.25035,6.235,1.52,31.64371,-104.24663,6.98
texnet2021bljk,2021,1,21,31.65447,-104.29452,6.486,1.67,31.65171,-104.29621,6.98
texnet2021blma,2021,1,21,31.65885,-104.49011,6.437,1.61,31.66238,-104.4933,6.363
texnet2021blnc,2021,1,21,31.66302,-104.3561,6.79,1.59,31.66512,-104.35983,7.391
texnet2021blpl,2021,1,21,31.61484,-104.10315,6.882,1.12,31.61226,-104.09362,7.494
texnet2021blsn,2021,1,21,31.65113,-104.29492,7.374,2.11,31.65493,-104.29462,7.648
texnet2021blvw,2021,1,21,31.6479,-104.24863,6.291,2.09,31.64789,-104.23859,6.414
texnet2021blxb,2021,1,21,31.58818,-104.21473,7.385,1.49,31.58227,-104.21822,7.494
texnet2021bmbt,2021,1,21,31.17637,-103.50315,4.961,2.22,31.18202,-103.49116,2.892
texnet2021bmlj,2021,1,22,31.63967,-104.23478,5.902,1.9,31.6337,-104.22719,6.157
texnet2021bmlv,2021,1,22,31.66491,-104.35578,6.897,1.87,31.66972,-104.35879,7.083
texnet2021bmmg,2021,1,22,31.64689,-104.23543,6.767,1.96,31.64378,-104.23264,7.288
texnet2021bmnh,2021,1,22,31.64509,-104.24115,5.292,1.41,31.64285,-104.23479,6.157
texnet2021bmoc,2021,1,22,31.63499,-104.20661,6.327,1.51,31.63471,-104.2089,6.569
texnet2021bmod,2021,1,22,31.64674,-104.24344,6.376,1.6,31.64835,-104.23698,6.774
texnet2021bmqi,2021,1,22,31.6642,-104.36559,7.092,2.29,31.66322,-104.36843,7.391
texnet2021bmsy,2021,1,22,31.65763,-104.34076,6.859,1.76,31.65793,-104.33178,7.391
texnet2021bmuc,2021,1,22,31.66346,-104.36455,7.192,1.6,31.65043,-104.35647,6.569
texnet2021bmwc,2021,1,22,31.72186,-104.34129,6.626,1.66,31.72038,-104.34092,6.569
texnet2021bmzz,2021,1,22,31.60112,-104.22012,7.599,1.73,31.60615,-104.22161,6.157
texnet2021bndp,2021,1,22,31.64537,-104.23988,6.501,1.52,31.64102,-104.2337,7.494
texnet2021bnen,2021,1,22,31.43565,-103.86022,4.977,1.96,31.43011,-103.85205,5.54
texnet2021bnjw,2021,1,22,31.66353,-104.4979,7.541,2.25,31.66085,-104.51427,7.443
texnet2021bnnn,2021,1,22,31.60003,-104.21973,7.586,1.58,31.60986,-104.21626,6.363
texnet2021bnoy,2021,1,22,31.64859,-104.24925,6.305,1.74,31.64186,-104.24877,7.288
texnet2021bnpa,2021,1,22,31.64684,-104.23651,6.674,2.15,31.64746,-104.23159,7.803
texnet2021bnpe,2021,1,22,31.64703,-104.23779,6.722,1.53,31.64286,-104.23371,7.288
texnet2021bnpq,2021,1,22,31.71177,-104.55996,6.451,1.48,31.7088,-104.55515,7.7
texnet2021bnsz,2021,1,22,31.60043,-104.21871,7.886,1.47,31.59693,-104.228,6.671
texnet2021bnub,2021,1,22,31.65654,-104.42408,6.512,2.13,31.66099,-104.42977,6.363
texnet2021bnxh,2021,1,22,31.65268,-104.29661,7.184,1.74,31.64711,-104.29725,6.466
texnet2021bnyi,2021,1,22,31.653,-104.29735,7.172,1.95,31.64762,-104.2881,7.443
texnet2021bogy,2021,1,23,31.6534,-104.29796,7.089,1.7,31.64893,-104.30049,6.98
texnet2021boif,2021,1,23,31.65391,-104.29766,7.068,1.83,31.65539,-104.29516,7.288
texnet2021bojm,2021,1,23,31.65052,-104.30442,6.543,1.83,31.65259,-104.30267,6.671
texnet2021bpdi,2021,1,23,31.7022,-104.14502,6.404,2,31.7088,-104.1413,7.674
texnet2021bpfl,2021,1,23,31.05957,-103.31716,4.135,2.3,31.06646,-103.32116,4.898
texnet2021bpgd,2021,1,23,31.60096,-104.21915,7.835,1.55,31.60341,-104.21837,6.26
texnet2021bphx,2021,1,23,31.6829,-104.42744,6.933,1.61,31.6803,-104.42887,6.877
texnet2021bpjc,2021,1,23,31.58741,-104.21421,7.114,2.03,31.5823,-104.21176,6.157
texnet2021bpwl,2021,1,23,31.69452,-104.31553,6.394,1.97,31.68605,-104.31855,6.826
texnet2021bqjj,2021,1,24,31.70184,-104.14525,6.501,1.63,31.69821,-104.145,6.594
texnet2021bqjm,2021,1,24,31.69419,-104.31519,6.368,2.01,31.69273,-104.31565,6.337
texnet2021bqku,2021,1,24,31.70145,-104.1478,6.574,1.85,31.69935,-104.14689,6.363
texnet2021bqlg,2021,1,24,31.70117,-104.14683,6.661,1.61,31.70028,-104.14367,6.157
texnet2021bqno,2021,1,24,31.7217,-104.54997,6.403,1.97,31.71069,-104.54871,7.288
texnet2021bqoa,2021,1,24,31.72146,-104.54924,6.422,1.57,31.71713,-104.5477,6.569
texnet2021bqpe,2021,1,24,31.7216,-104.55035,6.403,2.05,31.72266,-104.54561,6.363
texnet2021bqvf,2021,1,24,31.72128,-104.55004,6.319,1.88,31.72262,-104.55099,7.391
texnet2021bqxj,2021,1,24,31.70081,-104.14343,6.602,2.49,31.70373,-104.14342,7.931
texnet2021bqyr,2021,1,24,31.65998,-104.56286,8.437,1.52,31.66651,-104.55578,9.448
texnet2021brdm,2021,1,24,31.69509,-104.1767,6.285,1.58,31.69648,-104.17164,7.083
texnet2021brgs,2021,1,24,31.66358,-104.49781,7.559,1.95,31.66734,-104.5068,7.546
texnet2021brhm,2021,1,24,31.70202,-104.14963,6.547,1.61,31.70117,-104.15121,6.363
texnet2021brhv,2021,1,24,31.70193,-104.14987,6.564,1.37,31.70209,-104.15122,6.877
texnet2021briq,2021,1,24,31.65328,-104.30048,7.007,1.55,31.64524,-104.30154,6.877
texnet2021brpz,2021,1,24,31.27741,-103.50782,6.598,1.91,31.27785,-103.51816,4.923
texnet2021brrt,2021,1,24,31.67845,-104.40646,6.224,1.93,31.68271,-104.4122,7.134
texnet2021brsv,2021,1,24,31.70134,-104.1482,6.632,1.92,31.70027,-104.1469,7.597
texnet2021bryz,2021,1,25,31.7008,-104.14237,6.638,1.7,31.70672,-104.14263,6.98
texnet2021brze,2021,1,25,31.70027,-104.14267,6.598,1.47,31.69821,-104.14608,6.132
texnet2021bsaa,2021,1,25,31.70025,-104.14124,6.567,2.49,31.70351,-104.14207,6.826
texnet2021bscr,2021,1,25,31.36558,-103.45381,5.156,1.92,31.35779,-103.45803,3.689
texnet2021bscu,2021,1,25,31.59599,-104.00169,7.824,1.94,31.59999,-103.99646,8.6
texnet2021bshm,2021,1,25,31.69449,-104.31839,6.336,1.57,31.68929,-104.31481,6.98
texnet2021bskl,2021,1,25,31.67519,-104.41873,7.994,1.55,31.67126,-104.4051,8.111
texnet2021bsnr,2021,1,25,31.69571,-104.31915,6.86,1.73,31.69502,-104.31728,6.851
texnet2021btsj,2021,1,26,31.2755,-103.50862,3.775,1.81,31.28129,-103.4943,4.281
texnet2021btsu,2021,1,26,31.61272,-104.10414,7.023,1.91,31.60991,-104.10706,7.854
texnet2021btxn,2021,1,26,31.70214,-104.15123,6.55,1.63,31.70486,-104.148,7.391
texnet2021bugl,2021,1,26,31.70143,-104.14905,6.656,1.97,31.70028,-104.14474,6.671
texnet2021buka,2021,1,26,31.38006,-103.46814,3.598,1.39,31.38607,-103.48081,3.407
texnet2021buwr,2021,1,26,31.55453,-104.14781,7.032,1.74,31.5495,-104.1524,7.288
texnet2021bvak,2021,1,26,31.64682,-104.23626,6.517,1.78,31.64286,-104.23264,6.671
texnet2021bvoa,2021,1,27,31.62395,-104.36292,7.068,1.54,31.61544,-104.36586,7.288
texnet2021bvpr,2021,1,27,31.62399,-104.3634,7.046,1.68,31.61405,-104.36746,7.648
texnet2021bvpz,2021,1,27,31.66472,-104.48712,6.291,2.28,31.66792,-104.49012,6.466
texnet2021bvvg,2021,1,27,31.66441,-104.48589,6.107,1.74,31.66244,-104.48576,6.877
texnet2021bvzs,2021,1,27,31.67896,-104.41598,7.245,1.45,31.67589,-104.40084,6.466
texnet2021bvzx,2021,1,27,31.69723,-104.31901,7.816,1.61,31.69017,-104.32128,6.363
texnet2021bwhb,2021,1,27,31.61112,-103.9727,7.816,1.57,31.61248,-103.96909,7.725
texnet2021bwlf,2021,1,27,31.6651,-104.48846,6.091,2.32,31.6567,-104.4849,6.132
texnet2021bwuw,2021,1,27,31.66217,-104.35775,6.988,2.26,31.65458,-104.3549,6.826
texnet2021bwvw,2021,1,27,31.67954,-104.51003,5.745,1.55,31.68673,-104.49515,7.443
texnet2021bwxg,2021,1,27,31.69451,-104.31689,6.219,1.52,31.69798,-104.32188,7.134
texnet2021bwxt,2021,1,27,31.69442,-104.31675,6.422,2,31.69663,-104.31702,6.671
texnet2021bwzy,2021,1,27,31.68031,-104.50871,5.63,2.96,31.6838,-104.48732,6.697
texnet2021bxbt,2021,1,27,31.67957,-104.51044,5.738,1.73,31.68724,-104.48816,6.157
texnet2021bxej,2021,1,27,31.6797,-104.50702,5.843,1.51,31.68538,-104.49137,7.905
texnet2021bxeu,2021,1,27,31.62587,-104.33085,6.379,2.64,31.62389,-104.33688,6.774
texnet2021bxlj,2021,1,28,31.08415,-103.3363,3.579,1.94,31.08947,-103.34197,2.995
texnet2021bxrr,2021,1,28,31.36075,-103.09036,5.326,1.63,31.3632,-103.09507,3.818
texnet2021bxsn,2021,1,28,31.68113,-104.42381,6.656,1.46,31.67987,-104.42402,6.826
texnet2021byaa,2021,1,28,31.65521,-104.5559,7.504,1.87,31.66811,-104.52727,6.62
texnet2021byao,2021,1,28,31.68115,-104.42306,6.641,1.62,31.68492,-104.42461,6.157
texnet2021byif,2021,1,28,31.65963,-104.5503,7.157,1.74,31.65282,-104.54379,8.522
texnet2021byjd,2021,1,28,31.72349,-104.55325,6.333,1.71,31.72358,-104.54562,7.186
texnet2021byki,2021,1,28,31.6136,-104.3855,6.302,1.53,31.6135,-104.38198,6.157
texnet2021bykp,2021,1,28,31.66406,-104.48954,6.865,1.42,31.65691,-104.48678,7.494
texnet2021byoy,2021,1,28,31.65464,-104.55657,7.481,2.37,31.66489,-104.52669,7.083
texnet2021byyc,2021,1,28,31.65348,-104.5572,7.588,1.5,31.65093,-104.55023,8.728
texnet2021byyl,2021,1,28,31.67975,-104.51139,5.752,1.89,31.68904,-104.49249,6.157
texnet2021bzho,2021,1,29,31.57449,-103.78466,3.985,1.72,31.5709,-103.77721,4.615
texnet2021bzhw,2021,1,29,31.72354,-104.55293,6.328,1.9,31.72271,-104.53914,6.054
texnet2021bzqz,2021,1,29,31.66645,-104.50309,7.529,1.77,31.65673,-104.51154,8.008
texnet2021bzro,2021,1,29,31.68041,-104.41277,6.703,1.65,31.67218,-104.40511,7.597
texnet2021bzsl,2021,1,29,31.10611,-103.27109,2.911,2.52,31.09185,-103.26573,3.689
texnet2021bzzp,2021,1,29,31.61454,-104.10496,6.871,1.75,31.6152,-104.10574,6.337
texnet2021caap,2021,1,29,31.67484,-104.41686,7.44,1.43,31.67535,-104.41214,7.546
texnet2021caes,2021,1,29,31.39162,-103.17996,5.54,1.84,31.41977,-103.17988,4.101
texnet2021caez,2021,1,29,31.60981,-104.102,7.355,1.82,31.61221,-104.10653,6.569
texnet2021cafw,2021,1,29,31.72092,-104.55172,6.543,1.54,31.71253,-104.54873,7.186
texnet2021cagw,2021,1,29,31.66428,-104.48676,6.838,1.46,31.65873,-104.49003,7.288
texnet2021caiy,2021,1,29,31.72967,-104.58142,6.407,1.63,31.72884,-104.57799,7.083
texnet2021cajc,2021,1,29,31.72974,-104.58173,6.278,1.9,31.72969,-104.58662,6.054
