UIC,API,inj_date,vol_bbls,cmpl_top,cmpl_bot,UIC_type,wtd_ft,slon,slat
000088857,47533126,2024-04-16,95,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-17,89,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-18,171,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-19,166,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-20,94,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-21,156,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-22,89,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-23,153,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-24,155,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-25,91,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-26,139,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-27,97,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-28,156,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-29,157,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-30,100,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-01,770,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-01,147,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-02,2660,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-02,98,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-03,3000,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-03,160,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-04,600,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-04,89,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-05,120,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-05,148,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-06,40,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-06,86,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-07,1130,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-07,158,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-08,1565,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-08,99,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-09,1520,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-09,155,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-10,1065,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-10,90,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-11,1820,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-11,170,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-12,1060,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-12,150,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-13,1160,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-13,101,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-14,1260,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-14,157,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-15,1970,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-15,91,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-16,2180,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-16,127,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-17,1940,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-17,95,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-18,1745,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-18,160,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-19,1040,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-19,92,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-20,1010,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-20,60,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-21,1745,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-21,88,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-22,480,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-22,162,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-23,940,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-23,96,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-24,1740,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-24,159,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-25,790,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-25,144,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-26,1430,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-26,149,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-27,3511,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-27,142,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-28,960,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-28,148,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-29,825,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-29,149,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-30,2880,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-30,158,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-05-31,4120,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-05-31,153,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-01,2570,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-01,147,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-02,1320,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-02,139,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-03,1050,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-03,99,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-04,1330,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-04,182,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-05,2224,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-05,166,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-06,1040,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-06,184,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-07,1310,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-07,177,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-08,1035,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-08,171,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-09,1270,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-09,189,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-10,660,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-10,186,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-11,660,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-11,195,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-12,895,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-12,179,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-13,1240,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-13,180,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-14,480,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-14,185,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-15,1175,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-15,186,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-16,240,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-16,0,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-17,610,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-17,982,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-18,1255,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-18,185,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-19,2510,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-19,186,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-20,1440,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-20,193,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-21,1900,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-21,196,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-22,360,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-22,188,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-23,1265,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-23,186,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-24,2220,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-24,187,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-25,2005,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-25,188,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-26,3660,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-26,186,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-27,1140,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-27,175,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-28,2610,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-28,186,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-29,1840,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-29,189,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-06-30,883,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-06-30,194,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-01,1595,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-01,187,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-02,3150,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-02,189,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-03,8445,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-03,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-04,1480,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-04,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-05,3240,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-05,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-06,1520,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-06,193,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-07,1960,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-07,194,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-08,4880,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-08,193,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-09,1850,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-09,194,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-10,3280,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-10,195,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-11,2680,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-11,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-12,4010,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-12,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-13,4584,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-13,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-14,4655,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-14,193,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-15,2180,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-15,194,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-16,5260,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-16,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-17,1750,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-17,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-18,2580,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-18,193,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-19,1940,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-19,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-20,2160,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-20,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-21,2392,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-21,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-22,2480,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-22,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-23,1540,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-23,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-24,1465,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-24,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-25,1910,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-25,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-26,1275,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-26,193,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-27,1510,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-27,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-28,600,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-28,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-29,1660,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-29,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-30,2603,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-30,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-07-31,4672,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-07-31,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-01,1710,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-01,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-02,1000,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-02,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-03,1855,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-03,192,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-04,820,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-04,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-05,5980,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-05,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-06,8060,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-06,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-07,350,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-07,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-08,4125,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-08,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-09,4155,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-09,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-10,3105,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-10,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-11,1240,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-11,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-12,2400,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-12,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-13,4665,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-13,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-14,7650,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-14,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-15,1570,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-15,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-16,2215,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-16,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-17,1045,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-17,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-18,2750,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-18,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-19,1150,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-19,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-20,2185,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-20,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-21,2770,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-21,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-22,2636,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-22,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-23,2530,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-23,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-24,2720,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-24,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-25,1510,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-25,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-26,3205,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-26,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-27,4330,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-27,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-28,4085,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-28,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-29,2470,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-29,190,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-30,2760,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-30,191,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-08-31,1990,5233,8000,2,8000,-103.375037,31.511811
000088857,47533126,2024-08-31,189,5044,5360,2,7050,-103.14654487,31.47532784
000119218,47537995,2024-09-01,19606,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-01,348,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-01,8158,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-01,3442,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-01,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-01,2121,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-02,19633,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-02,536,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-02,8181,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-02,2296,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-02,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-02,5078,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-03,19836,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-03,874,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-03,3465,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-03,2198,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-03,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-03,3071,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-04,19604,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-04,358,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-04,3494,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-04,2153,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-04,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-04,4662,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-05,19708,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-05,949,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-05,3784,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-05,2230,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-05,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-05,1327,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-06,19304,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-06,358,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-06,2790,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-06,2629,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-06,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-06,3294,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-07,18670,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-07,766,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-07,1348,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-07,1088,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-07,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-07,975,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-08,19787,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-08,573,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-08,1843,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-08,1687,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-08,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-08,2234,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-09,19659,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-09,1599,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-09,1347,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-09,1694,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-09,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-09,1246,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-10,19892,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-10,553,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-10,803,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-10,940,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-10,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-10,643,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-11,19914,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-11,471,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-11,996,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-11,1175,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-11,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-11,2602,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-12,19942,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-12,526,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-12,1616,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-12,1463,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-12,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-12,1617,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-13,19925,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-13,268,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-13,7162,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-13,3511,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-13,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-13,406,5522,6562,2,6625,-103.19653247,31.4453813
000119218,47537995,2024-09-14,19810,5233,8000,2,8000,-103.375037,31.511811
000105860,38933540,2024-09-14,287,6522,6576,1,6775,-103.24690317,31.37105298
000116564,47537526,2024-09-14,7940,5152,6888,2,7190,-103.224701,31.421739
000119166,47537869,2024-09-14,5051,5100,6996,2,7171,-103.211394,31.430698
000116731,38937535,2024-09-14,0,5707,7937,2,8225,-103.216496,31.375638
000106115,47536206,2024-09-14,2416,5522,6562,2,6625,-103.19653247,31.4453813
